acc_num,acc_password_hash,acc_password_plain_debug,acc_balance,currency,acc_type,credit_card_num,credit_card_pin_hash,credit_card_pin_plain_debug,credit_card_limit,credit_used,vault_no,vault_password_hash,vault_password_plain_debug,vault_balance,is_frozen,daily_transfer_limit,failed_login_attempts,locked_until
1747,ab0f99c16d414f0d1f5deae591e12e654e6ea22028e42f63df119b70152fb1dc,pass1747,115130,USD,non_credit_card,,,,0,0,,,,0,0,300000,2,
7496,467f5614c27766b1226220fc924e1559849cd0ef9a52f24b1a4486bbee671406,pass7496,299122,USD,non_credit_card,,,,0,0,,,,0,0,700000,2,
1333,35413d639766e5dfd31f159c404f8152ab27a1cc0f0ba4a2612762b03eb54d87,pass1333,351752,USD,credit_card,6184204172140980,e560f3c5ee3df5df0e5786829c8ca92930f8c14f7f5e10a7fb2b9d4ec1f8196d,4967,200000,135674,,,,0,0,500000,2,
5925,9c948f09dbaea4fbde2a0637f2690f171fef76688e26d3353cc494bbfa93cae0,pass5925,251393,BDT,non_credit_card,,,,0,0,,,,0,0,2000000,1,
3602,25cd793f6eb05c5fc6b6cc165d610edbd7d01028b4fe3be8537be6a1e77e6c8d,pass3602,3906387,BDT,non_credit_card,,,,0,0,,,,0,1,2000000,1,
3174,e85a269ae76990d3dbfab3c589c6891c3465243cdfeef523be6fb92077806a22,pass3174,400113,USD,credit_card,9517959777611861,0f1d5b7f2da99ff77752ea981cd4bd04ab89f1bd3e3b415c6f98ea2514f431b1,4858,200000,137217,V061,2ddaef2fe0c2a28cbe8491cad11a7c244dc5f99f89bf55cff9c7c63ba53939a2,vault3174,307006,0,2000000,1,
1184,9df66e393c8c6dd0088744ad15ff9a0f779bba9235a796bffc98523162b1a24c,pass1184,2541804,BDT,credit_card,2139067739645413,a818957b3a1f9857b721ff8ff9127e971302607b483b24a8d7b82ca8c2edff35,4973,200000,175126,V062,dda739676eb6d02ecd0bb7a6c7555616fdc6e80237ac27b9e219c5e87fb32db8,vault1184,145854,0,300000,1,
5679,6a13a67ad157fc0035f4cefeac648f2f81239b77748747f45536b1534d06b8fa,pass5679,1962478,BDT,non_credit_card,,,,0,0,V063,850c68b41706cfd3748f3be3d6f458aa1212f3a34e4bbcc364f845d13a1c9a04,vault5679,265884,0,2000000,2,
5845,fc629eb1ac0e5235e781faf1d2468797b7fa7387a5301ac06398ca593ac00713,pass5845,952450,BDT,credit_card,6122982675280976,5447175c21a48400fb3bb832c2d1ea6e69f8c179bd44547dd1ff7e3661a5d745,5459,100000,18223,V064,94e3a7d5c69f030ac32d71a6dc0cc7c81d68576f9312163167020bac22122802,vault5845,204014,0,1000000,2,
5753,5e1f7854d9386995264cbf91a4e29347bdd5dd4de886feb8af8615ede89cace7,pass5753,4906483,BDT,non_credit_card,,,,0,0,V065,b3e73d106c19bac0ebfeeddc498c15a6f7e583dfb6029b3516663e500edc3a95,vault5753,95256,0,2000000,2,
3025,e64f1b11ed25f2abb4dc6570adb63d7a00ba5d736e8ec11efd1da77089576036,pass3025,205046,USD,non_credit_card,,,,0,0,V066,aba610079c3983f9ec6f9847674b057b45750ca78742a4700ac118d577719b6f,vault3025,81829,0,500000,0,
9068,f1b07ea0b425a4e6f5d69c8f56e926cf0cc740c8def6870c4216455e0fb870ad,pass9068,4393369,BDT,non_credit_card,,,,0,0,,,,0,0,300000,1,
8004,c789fe430088331f0390138a3d4d0d353a5932e0005752e80f9ba73cf88c333c,pass8004,64855,USD,non_credit_card,,,,0,0,V068,c559bdae12fc2720dbeca3d81a0c346a8009bccec5a8cd332bbdd6eb18909a8b,vault8004,461242,0,2000000,1,
2184,455f654ae1e79cf06a85659c885d6dce608d8e5563f00314c073c75dba4def65,pass2184,169905,USD,credit_card,9355400553316611,f3907a096c7c4b68d7516e9f321ff07c8c86a29fb0f6c86976040cdb5ddc1a67,4998,500000,470052,V069,1eb9ae36aecaac8bb3c42dbaeb17bf8cba134c57843e27c88993d9efcd0b0b80,vault2184,295050,0,2000000,0,
1660,eee403dae5ecc1a12eaa56e2994f22bda69a1c0ca8b79104567fa58877c6175c,pass1660,428000,USD,non_credit_card,,,,0,0,V070,c32b833a9e45726a19015a36aeb44d82814dac926d17b1a555e4406c2e089e28,vault1660,296861,0,500000,1,
6795,26be6f648ccf17e24d61fee785128b44c8c50bc9deb2f4463aa3ab40c1f1f01e,pass6795,472391,BDT,credit_card,2842802035615880,589f5ed0ac1c85dfee591cc158b373813c114efdf343af279bba99ff8569288b,2122,500000,411497,,,,0,0,700000,1,
3686,cc738b5486b60ea9fafe1a8112e1c40c9a1ed6e5e3c344d4f13f173d6b0e1743,pass3686,1310004,BDT,non_credit_card,,,,0,0,V072,1c3f8ff7442a1beb4313f24fb98f008f9e1a0d40ce7f3a844c1bbc6c601052d3,vault3686,433707,0,500000,2,
6199,b4b77a527db6439db73a72c61abda6325a889821fff7110056c87e95390c3a51,pass6199,496872,USD,credit_card,0221575867471423,4e9bc236f7ca5be2bf7486c7e2bfea03b532e765325d6a72329fd75f695a0228,7218,500000,39532,V073,4fb12e0a76adf6aa907f5da8bbc25905505f0829a0e930371c59fcd1b3630f61,vault6199,325502,0,300000,2,
6481,759991bbbe7f14f31c2b5e31a8a176b88bb6c72d6852645060c84017e7dd7b7e,pass6481,34152,USD,non_credit_card,,,,0,0,,,,0,0,500000,1,
6356,5e0684eded7e39696c88b561e508efdd4610e1b2ec7b3ceaf47b7cf6f049ac37,pass6356,4460691,BDT,credit_card,0640205641053123,b630babcbdb1bc9eae05ad38caaf56e5b0f2e8f32e11d2a11c6c1576cb66309a,6851,100000,76660,V075,bd69f21e10c852451aa3465cb8c19211d8e3e5fe38a86f6556c5c08c182277b2,vault6356,402521,0,2000000,2,
1566,5ad23df582e3e540fabd85b18f6484a7d799cafe366240780f13d0088b861700,pass1566,341959,USD,non_credit_card,,,,0,0,,,,0,0,1000000,0,
7171,b22d1e9afb6f001a540565406f95aaa35a571a0b9d0e9a4708336e4d24b5172d,pass7171,405633,USD,non_credit_card,,,,0,0,,,,0,0,500000,1,
5434,7327ef2ab89cb431f04a261e438379e78d32dd9ab055e8a7d1a608ceb5d1ca42,pass5434,4761874,BDT,non_credit_card,,,,0,0,,,,0,0,1000000,2,
4713,f346cf4207369065cd3e133f4f79dfd3d5339285acf47ecda708c94625f7fc99,pass4713,1225357,BDT,credit_card,8513223796190950,0d497212b54b228c655ea2a706c9ba3597d90640179205edc869070739b95f38,6201,500000,242838,,,,0,0,300000,0,
9978,cc468e6061541c0b788ffcb5957a890e7db858948981fbd6537e82b658b699e9,pass9978,457156,USD,credit_card,4126312457050527,7a6d213d80d49a3e270ae9fce9a620eecda80c7614e445a0a02d9ecd0fac8d7e,8785,500000,61486,V080,5048fc0372c9e59d6b689696bc59124e8943ef7b49490ee4f3eeabd775989e26,vault9978,247954,1,300000,2,
3469,61d8cfe55be9668d7038673ec04024569e2de9af354a0e824d404253055700f9,pass3469,67650,USD,credit_card,9676171228760241,8b37471d78e85ad80e5be1a50809dbf417ddc1745b88ef31846d6462ad6002a3,8251,500000,50470,V081,a044b7ed8dce219d567d21cc89299e345faa0e3d9b9d96ffe8e1fbdf6fb50457,vault3469,270624,0,1000000,1,
1303,a925308b4e72df0e772f0585133dbb113d6a05735468d8a0849d323ac344cc18,pass1303,483277,USD,credit_card,6283064057838327,97fdcbef753427f4a61bcdc25780b1fc2e6a16c8bfb806d41756cfc32ef8cd55,6652,200000,161718,,,,0,0,300000,0,
5731,23fea391e1b5ca46c837c54849318a33f464e69f6d949f5d09df5d5032f680ab,pass5731,409687,USD,non_credit_card,,,,0,0,,,,0,0,300000,0,
7546,91e9f55192479eda1be9471317d5b1e08cf2e8b1f3673e484a78c8c733a56524,pass7546,296032,USD,credit_card,4398106256415941,fdc4dddb01a836f6e221d3718235ac8281d1f38e31d7d93cf5ba7f6934c165ca,3227,500000,360150,V084,55e07bf1f4f533bcd69c32e6454a7046656229f90553f42fff6cb66158166444,vault7546,53657,0,700000,1,
7866,c050af428d32f99901b3e31c39ef9b2594f810ab9122184567151616084968ed,pass7866,277045,USD,credit_card,8428541652946610,822a8e0aad6a68a99ee9db27651f1f6115414b7a772984b3f6609246ffbe3ef5,4747,500000,268197,V085,a7146b1a1094ed27c731e89226d42442a2f3ecdabba76924e860619be8cbbff0,vault7866,234672,0,700000,2,
9393,96520cdd5ee1c69f15a6c6e00ebd1202f0c3b49d3ad98278d2749cf84703bc3c,pass9393,123755,USD,non_credit_card,,,,0,0,,,,0,0,2000000,2,
4732,2368db85d5eeb7a809fb1b2896b8dfc966d9ead8425360f8d2ad4b7df10370c2,pass4732,400777,USD,credit_card,7143841903837950,67a6e8768bea569a406f2c4689c0dd62926e01dfe00dcc240c111165ae98e749,6558,200000,47613,,,,0,0,1000000,0,
3853,04111d11300426777233fc3889afa70be1616c43539bec8d4cc54c2f88711351,pass3853,383668,USD,non_credit_card,,,,0,0,V088,f0ef236bb089b4f79f37240c903736696958b5b8246511931aa09ad447505ed9,vault3853,499852,0,1000000,0,
9587,2a678ec87736621c8165fcc979ceed01cedf28ca7577cda182aa0a6d916a2331,pass9587,119949,USD,credit_card,5700423572826819,a73060afb61efe1b7c817645d00c342df02407f65435a64c88d251d56150ff42,1028,100000,9861,,,,0,0,300000,2,
7656,b6966e8f89ed60c3fa6d46f52f9282aa4e157d2f2470fa24d6e757c49c03dc8c,pass7656,503407,BDT,credit_card,1598724514437249,953d8233c2c05775fcd0ca5a29c8d2812cf53d469d7063c876a55db8ba1282b8,9520,200000,191659,,,,0,0,1000000,1,
1894,845fe20fb83dd3fb5d21951d329e77a94eb4644b0d89b365a6cd6ecca2fc08ae,pass1894,4723592,BDT,credit_card,3594625332100961,532d79cc5e85d9ecd66260c63b967c2085136c8fb07b392565a62684c353108d,8351,100000,52549,V091,2dd3481dee42dce3be7ec7ed1ef9343e6050cbc91fdc622143f69ce775ddfb90,vault1894,92336,0,500000,1,
4476,3ff9659a9a72c58372f8d21772e155dfc5f5f0059764f0a2a0e5615ec762ef66,pass4476,909418,BDT,credit_card,5204582135522953,893cb5b1a02d4dcada2c464508cc4e47b86f8f21185b6032d5a12cb3f1e4541a,2598,100000,60376,V092,c6cab2f7369121a42e952d3e55ee37f1c61106c9c141c77530ee57bc590d0e50,vault4476,90390,0,1000000,0,
4961,388e0c127b13ac2f7bd60f062ad6cf148328930a3713ec15015fd6f5b7c772a8,pass4961,4749783,BDT,credit_card,6058573287031132,354948ef61d10149fa91ad1bf6a8676f94e7d6f2b0f7d1920797b8fbe56b3c81,4101,500000,151464,,,,0,0,500000,1,
5256,c61cfee07cd19e2c9d614fdce3edc6ec0d23367de3bf0a1a882f16bbd3c82616,pass5256,2362359,BDT,non_credit_card,,,,0,0,,,,0,0,2000000,0,
3684,315ab6dcfe7ede8049322203d038d90226865c7b6bfcdd0102f75ebda3197eb2,pass3684,4907047,BDT,credit_card,6308881843343478,514e830391320b3aa28e6df60a9a7951a603d8418e948c42da2f4305af9121f7,4084,1000000,273329,V095,2ce22e3c450e3d03304ae6fdf4baf75c34895db5399440ed433efbde0f679f0d,vault3684,61788,0,1000000,0,
2539,508e70a84d4238f85f786d54ad8c7bc6d617e122192c074f077d406c5c67994c,pass2539,4995640,BDT,non_credit_card,,,,0,0,,,,0,0,500000,1,
8122,d015a555c4b91a940f09d0f64d47d8f60a3214f81bf1bc1c62677fc644533aee,pass8122,458192,USD,credit_card,1851530004856164,374313d96f3fe2b592fd9c2876e8d7eec40fe8e5fdaef321b3604ea45dc9504e,3044,1000000,474251,V097,8ca2e58603de5fae8d6d9fa6967bdc9231198fbf25618dbb62b3ddafa776dee3,vault8122,111638,0,700000,0,
1070,5a5fe4ddd0f6cd1cdbda745ccb01c05ebf286b6dff31a2ff14872da711c528b5,pass1070,604273,BDT,credit_card,0290130286678120,724229f1cb241cfc94f8be3373547eb59654d87a9b2abb7982b15cbc37886f76,6502,200000,93948,,,,0,0,1000000,2,
1470,4c034d44982323185f8e32556804591d4f73e54b0979b7eb0e839ce5409edb7c,pass1470,161409,BDT,non_credit_card,,,,0,0,,,,0,0,1000000,1,
4310,26a55e300944aa9386dc9f691dee7768f0a7ce8a97abfe2a4089c5527d547974,pass4310,318001,USD,credit_card,1002107741780353,914c948388ae30bdb0179a2f7bc91836d6af004171af735188fc1b69c286c864,1934,100000,79488,,,,0,1,2000000,2,
